Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,Reference date (as of 1 July),0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+
1440,Estimates,Israel,,376,Country/Area,922,2020,847.828,823.268,737.609,667.454,623.973,573.002,564.708,557.537,543.672,496.505,417.521,377.975,349.957,353.686,288.699,170.961,124.414,83.85,40.126,11.548,1.248
